Comune,Opera,Profondità,Longitudine_WGS84,Latitudine_WGS84,URL,LEGENDA
POLISTENA,POZZO PER ACQUA,100,16°03'57.67''E,38°25'28.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176589,POZZI IDRICI
NICOTERA,POZZO PER ACQUA,95,15°57'58.64''E,38°31'36.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175786,POZZI IDRICI
MILETO,POZZO PER ACQUA,318,16°03'31.07''E,38°34'39.98''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16770,POZZI IDRICI
ROMBIOLO,POZZO PER ACQUA,130,15°57'53.64''E,38°35'32.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175818,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,110,16°00'46.69''E,38°25'46.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177007,POZZI IDRICI
GIOIA TAURO,POZZO PER ACQUA,41,15°56'28.68''E,38°26'16.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176422,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,118,15°57'38.66''E,38°33'02.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175580,POZZI IDRICI
NICOTERA,POZZO PER ACQUA,105,15°58'08.65''E,38°31'58.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175795,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,70,16°03'52.67''E,38°25'23.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176792,POZZI IDRICI
CANDIDONI,POZZO PER ACQUA,125,16°00'18.56''E,38°30'31.98''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16547,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,40,15°57'04.65''E,38°23'14.80''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16723,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,80,16°03'50.69''E,38°24'08.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176630,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,134,16°00'43.67''E,38°33'19.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175879,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,56,16°00'36.68''E,38°24'59.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176885,POZZI IDRICI
GIOIA TAURO,POZZO PER ACQUA,50,15°56'44.12''E,38°24'48.46''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16562,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,137.5,16°03'04.68''E,38°22'15.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177103,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,50,15°59'00.67''E,38°25'13.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176926,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,60,16°00'46.69''E,38°24'41.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176297,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,155,15°59'04.67''E,38°31'33.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175570,POZZI IDRICI
GIOIA TAURO,POZZO PER ACQUA,50,15°55'58.66''E,38°27'17.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176435,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,50,15°57'32.69''E,38°23'41.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176825,POZZI IDRICI
MELICUCCO,POZZO PER ACQUA,83,16°02'37.68''E,38°25'32.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176380,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,102,16°00'50.69''E,38°25'57.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176832,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,180,15°56'42.53''E,38°22'08.60''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16712,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,95,16°02'55.68''E,38°25'03.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176686,POZZI IDRICI
ACQUARO,POZZO PER ACQUA,125,16°12'58.68''E,38°31'08.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=153928,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,60,15°58'54.70''E,38°23'54.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177067,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,50,15°59'51.68''E,38°24'45.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176891,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,50,15°57'08.99''E,38°25'29.39''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16680,POZZI IDRICI
PALMI,POZZO PER ACQUA,20,15°52'23.66''E,38°24'32.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176545,POZZI IDRICI
ROMBIOLO,POZZO PER ACQUA,75,15°59'18.64''E,38°36'08.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175830,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,54,15°58'36.70''E,38°23'43.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176861,POZZI IDRICI
MILETO,POZZO PER ACQUA,170,16°04'18.66''E,38°34'12.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175758,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,108,16°03'46.69''E,38°25'01.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176599,POZZI IDRICI
GIOIA TAURO,POZZO PER ACQUA,50,15°57'28.66''E,38°26'55.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176456,POZZI IDRICI
LAUREANA DI BORRELLO,POZZO PER ACQUA,160,16°01'45.66''E,38°28'58.19''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176364,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,105,16°02'13.67''E,38°34'17.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175843,POZZI IDRICI
SAN GIORGIO MORGETO,POZZO PER ACQUA,220,16°05'35.70''E,38°22'53.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177040,POZZI IDRICI
SAN GIORGIO MORGETO,POZZO PER ACQUA,86,16°05'05.85''E,38°23'29.88''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16694,POZZI IDRICI
GIOIA TAURO,POZZO PER ACQUA,52,15°56'57.66''E,38°26'18.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176445,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,130,16°01'44.65''E,38°35'22.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175911,POZZI IDRICI
GIOIA TAURO,POZZO PER ACQUA,80,15°55'11.68''E,38°24'12.13''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176416,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,80,16°01'34.68''E,38°26'53.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176989,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,94,16°03'15.70''E,38°25'30.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176590,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,60,15°59'02.69''E,38°21'34.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177090,POZZI IDRICI
MELICUCCO,POZZO PER ACQUA,90,16°02'54.67''E,38°26'34.19''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176369,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,45,16°00'25.78''E,38°24'31.96''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16685,POZZI IDRICI
NICOTERA,POZZO PER ACQUA,72,15°57'18.65''E,38°33'40.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175819,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,110,16°00'42.66''E,38°33'17.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175852,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,45,15°59'07.69''E,38°23'24.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177184,POZZI IDRICI
MILETO,POZZO PER ACQUA,100,16°03'45.65''E,38°34'55.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175747,POZZI IDRICI
GIOIA TAURO,POZZO PER ACQUA,46,15°55'30.57''E,38°25'07.23''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16565,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,130,16°01'07.68''E,38°27'21.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176978,POZZI IDRICI
NICOTERA,POZZO PER ACQUA,110,15°56'31.67''E,38°33'09.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175810,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,50,16°00'20.70''E,38°25'00.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176899,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,100,16°05'10.68''E,38°24'04.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176634,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,40,15°59'18.67''E,38°25'42.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176879,POZZI IDRICI
SAN GIORGIO MORGETO,POZZO PER ACQUA,150,16°04'28.70''E,38°23'29.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177011,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,140,15°58'45.66''E,38°33'19.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175650,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,110,15°56'59.68''E,38°22'56.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177104,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,110,16°03'48.67''E,38°24'30.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176787,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,90,16°03'04.68''E,38°24'50.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176538,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,65,16°02'29.69''E,38°26'09.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176329,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,96,16°04'26.69''E,38°24'36.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176578,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,100,15°57'32.65''E,38°34'30.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175631,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,65,15°59'22.67''E,38°24'58.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176827,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,100,16°02'23.68''E,38°25'01.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176646,POZZI IDRICI
FEROLETO DELLA CHIESA,POZZO PER ACQUA,78,16°02'57.66''E,38°27'45.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176382,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,60,15°59'24.68''E,38°22'47.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177129,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,100,16°03'57.67''E,38°24'26.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176689,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,102,16°00'33.70''E,38°26'01.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176894,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,180,15°59'13.80''E,38°32'39.80''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16767,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,56,15°58'41.70''E,38°23'32.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177070,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,55,16°00'02.11''E,38°23'42.50''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16715,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,117,16°03'07.67''E,38°25'10.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176673,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,112,16°02'21.66''E,38°35'16.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175964,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,120,16°02'00.64''E,38°35'13.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175905,POZZI IDRICI
SAN GIORGIO MORGETO,POZZO PER ACQUA,87,16°05'02.40''E,38°23'30.26''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16695,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,91,16°02'02.69''E,38°26'15.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176337,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,52,15°58'30.68''E,38°28'02.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176954,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,80,15°58'33.67''E,38°32'57.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175678,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,74,16°02'06.68''E,38°26'43.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177044,POZZI IDRICI
SERRA SAN BRUNO,POZZO PER ACQUA,44,16°18'59.65''E,38°34'42.20''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=153937,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,110,16°02'22.67''E,38°34'05.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175834,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,52,15°58'51.90''E,38°23'49.09''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16720,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,70,16°00'48.67''E,38°24'11.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176852,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,45,15°56'35.31''E,38°28'01.55''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16691,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,62,15°59'47.69''E,38°24'49.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176882,POZZI IDRICI
NICOTERA,POZZO PER ACQUA,180,15°56'55.64''E,38°33'11.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175824,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,130,16°01'38.68''E,38°26'24.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176950,POZZI IDRICI
NICOTERA,POZZO PER ACQUA,50,15°55'34.84''E,38°34'13.21''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16774,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,85,16°01'12.68''E,38°26'53.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176982,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,100,16°02'50.68''E,38°25'09.19''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176597,POZZI IDRICI
GIOIA TAURO,POZZO PER ACQUA,50,15°57'28.66''E,38°26'55.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176454,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,185,15°56'39.70''E,38°22'03.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177173,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,65,15°58'24.67''E,38°26'17.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177028,POZZI IDRICI
GIOIA TAURO,POZZO PER ACQUA,70,15°55'09.70''E,38°24'30.13''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176419,POZZI IDRICI
SORIANO CALABRO,POZZO PER ACQUA,60,16°12'41.09''E,38°36'08.04''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16800,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,117,16°02'20.69''E,38°24'15.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176316,POZZI IDRICI
ROMBIOLO,POZZO PER ACQUA,100,16°00'44.64''E,38°35'17.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175814,POZZI IDRICI
NICOTERA,POZZO PER ACQUA,30,15°57'14.65''E,38°32'22.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175783,POZZI IDRICI
SPILINGA,POZZO IDROPOTABILE (ACQUEDOTTISTICO),150,15°54'12.64''E,38°36'13.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176025,POZZI ACQUEDOTTISTICI
TAURIANOVA,POZZO PER ACQUA,90,16°00'28.69''E,38°22'09.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177213,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,80,16°02'30.70''E,38°25'27.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176584,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,60,16°05'08.70''E,38°24'00.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176614,POZZI IDRICI
CANDIDONI,POZZO PER ACQUA,31,15°59'19.73''E,38°30'07.63''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16545,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,100,16°00'40.64''E,38°32'56.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175888,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,100,16°02'03.70''E,38°25'58.19''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176298,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,70,16°01'02.68''E,38°26'27.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177015,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,100,16°02'12.66''E,38°34'40.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175876,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,93,16°00'58.68''E,38°26'25.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176965,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,121,16°00'43.67''E,38°32'47.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175838,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,70,16°01'14.70''E,38°25'14.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176325,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,140,15°59'33.32''E,38°34'25.20''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16764,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,98,15°59'23.64''E,38°33'22.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175654,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,146,16°01'12.65''E,38°34'51.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175952,POZZI IDRICI
ROMBIOLO,POZZO PER ACQUA,120,15°59'55.76''E,38°35'57.20''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16793,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,50,16°00'28.69''E,38°24'35.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176889,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,100,16°03'48.67''E,38°20'55.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=153905,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,65,15°57'28.66''E,38°27'41.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176941,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,154,15°59'53.66''E,38°32'49.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175577,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,50,16°00'58.68''E,38°24'32.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176347,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,96,16°02'38.69''E,38°25'22.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176534,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,60,15°59'25.69''E,38°26'20.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176830,POZZI IDRICI
FRANCICA,POZZO PER ACQUA,80,16°07'57.65''E,38°35'12.19''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175518,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,190,15°59'12.66''E,38°32'54.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175620,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,160,16°01'03.65''E,38°34'01.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175848,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,80,16°03'26.68''E,38°24'29.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176681,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,95,16°04'06.71''E,38°25'26.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176650,POZZI IDRICI
LAUREANA DI BORRELLO,POZZO PER ACQUA,272,16°02'03.66''E,38°29'14.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176358,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,52,15°57'34.67''E,38°26'24.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176846,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,101,16°02'34.69''E,38°25'15.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176606,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,280,15°59'04.67''E,38°31'35.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175683,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,55,15°58'05.66''E,38°26'33.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176884,POZZI IDRICI
ROSARNO,POZZO IDROPOTABILE (ACQUEDOTTISTICO),50,15°58'47.35''E,38°28'03.44''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16693,POZZI ACQUEDOTTISTICI
CANDIDONI,POZZO PER ACQUA,132,16°01'42.67''E,38°31'41.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176228,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,307,15°58'19.67''E,38°32'32.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175615,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,98,16°02'11.69''E,38°26'27.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176339,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,62,15°58'41.70''E,38°23'40.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177083,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,115,15°58'31.66''E,38°33'12.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175667,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,105,16°03'23.69''E,38°24'46.19''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176586,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,120,15°59'58.67''E,38°33'38.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175900,POZZI IDRICI
MILETO,POZZO PER ACQUA,180,16°05'29.65''E,38°35'07.19''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175751,POZZI IDRICI
MELICUCCO,POZZO PER ACQUA,120,16°02'58.67''E,38°26'18.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176374,POZZI IDRICI
CANDIDONI,POZZO PER ACQUA,45,15°58'28.70''E,38°29'58.74''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16546,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,60,15°58'45.70''E,38°23'51.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176823,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,160,15°59'18.67''E,38°33'59.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175596,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,110,16°00'17.68''E,38°32'05.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175860,POZZI IDRICI
GIOIA TAURO,POZZO PER ACQUA,35,15°54'55.98''E,38°26'11.02''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16563,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,100,16°01'23.66''E,38°33'17.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175873,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,92,15°59'50.64''E,38°34'44.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175655,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,50,15°58'58.69''E,38°23'35.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177195,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,100,16°04'13.69''E,38°24'27.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176608,POZZI IDRICI
